;AutoSpike-32 ASCII File
;1
; Wave data Signal pse_L3_50mM_NaCl_01
; Rec. Factor 465.462670
; Sample rate 19200.0
; Format :<time> 	 <Value>
3.930625	22
3.930677	-63
3.930729	-30
3.930781	32
3.930833	-10
3.930885	-57
3.930937	-12
3.930990	-11
3.931042	-56
3.931094	-17
3.931146	-24
3.931198	-93
3.931250	-76
3.931302	20
3.931354	-76
3.931406	-64
3.931458	-33
3.931510	-19
3.931562	-99
3.931615	-45
3.931667	-42
3.931719	-15
3.931771	-152
3.931823	-1
3.931875	-25
3.931927	-18
3.931979	13
3.932031	4
3.932083	-94
3.932135	-56
3.932187	-45
3.932240	-60
3.932292	-166
3.932344	-47
3.932396	2
3.932448	-33
3.932500	-34
3.932552	-19
3.932604	-110
3.932656	-81
3.932708	24
3.932760	-27
3.932812	-67
3.932865	-20
3.932917	-13
3.932969	-117
3.933021	-17
3.933073	11
3.933125	-44
3.933177	-52
3.933229	-35
3.933281	-46
3.933333	-84
3.933385	-51
3.933437	-4
3.933490	-19
3.933542	-95
3.933594	-60
3.933646	-66
3.933698	-167
3.933750	-54
3.933802	-33
3.933854	-78
3.933906	-61
3.933958	28
3.934010	3
3.934062	-45
3.934115	6
3.934167	-52
3.934219	-90
3.934271	-4
3.934323	33
3.934375	-52
3.934427	-33
3.934479	-14
3.934531	-68
3.934583	-94
3.934635	9
3.934687	-14
3.934740	-57
3.934792	-59
3.934844	-78
3.934896	-96
3.934948	-84
3.935000	-4
3.935052	-73
3.935104	-116
3.935156	-65
3.935208	0
3.935260	-86
3.935312	-40
3.935365	15
3.935417	-82
3.935469	-51
3.935521	-45
3.935573	2
3.935625	-71
3.935677	-32
3.935729	-17
3.935781	-80
3.935833	-85
3.935885	28
3.935937	-22
3.935990	-100
3.936042	12
3.936094	-13
3.936146	-6
3.936198	35
3.936250	38
3.936302	-13
3.936354	-57
3.936406	26
3.936458	-2
3.936510	-140
3.936562	-50
3.936615	-67
3.936667	-75
3.936719	-7
3.936771	-40
3.936823	-100
3.936875	-76
3.936927	33
3.936979	-42
3.937031	-38
3.937083	-13
3.937135	4
3.937187	-80
3.937240	-104
3.937292	-40
3.937344	-26
3.937396	-142
3.937448	-25
3.937500	-30
3.937552	-78
3.937604	-45
3.937656	-39
3.937708	-34
3.937760	-60
3.937812	-87
3.937865	-66
3.937917	-48
3.937969	-9
3.938021	-16
3.938073	-85
3.938125	-93
3.938177	-3
3.938229	-69
3.938281	-113
3.938333	-3
3.938385	20
3.938437	-76
3.938490	-59
3.938542	3
3.938594	-66
3.938646	-71
3.938698	52
3.938750	-17
3.938802	-97
3.938854	7
3.938906	-33
3.938958	-105
3.939010	-34
3.939062	-22
3.939115	-48
3.939167	-54
3.939219	-24
3.939271	-97
3.939323	-83
3.939375	-15
3.939427	-47
3.939479	-51
3.939531	-85
3.939583	-18
3.939635	-49
3.939687	-71
3.939740	18
3.939792	-7
3.939844	-39
3.939896	7
3.939948	10
3.940000	-62
3.940052	-89
3.940104	25
3.940156	-76
3.940208	-24
3.940260	1
3.940312	26
3.940365	-89
3.940417	-22
3.940469	36
3.940521	-70
3.940573	-103
3.940625	36
3.940677	-14
3.940729	-73
3.940781	-25
3.940833	-38
3.940885	-87
3.940937	-86
3.940990	-2
3.941042	-112
3.941094	-44
3.941146	-26
3.941198	-7
3.941250	-21
3.941302	-87
3.941354	-63
3.941406	-93
3.941458	-115
3.941510	-30
3.941562	-25
3.941615	-97
3.941667	-23
3.941719	12
3.941771	-10
3.941823	-67
3.941875	52
3.941927	-38
3.941979	-87
3.942031	0
3.942083	-41
3.942135	-76
3.942187	-4
3.942240	7
3.942292	-53
3.942344	-108
3.942396	-25
3.942448	-87
3.942500	-45
3.942552	-85
3.942604	-3
3.942656	-88
3.942708	-93
3.942760	-33
3.942812	-23
3.942865	-49
3.942917	-47
3.942969	-62
3.943021	-65
3.943073	-43
3.943125	-17
3.943177	-63
3.943229	-39
3.943281	-34
3.943333	-13
3.943385	-76
3.943437	-12
3.943490	-6
3.943542	-107
3.943594	-3
3.943646	8
3.943698	-84
3.943750	-70
3.943802	34
3.943854	4
3.943906	-39
3.943958	-10
3.944010	38
3.944062	-89
3.944115	-64
3.944167	-13
3.944219	-41
3.944271	-122
3.944323	-28
3.944375	-47
3.944427	-86
3.944479	-54
3.944531	-55
3.944583	-88
3.944635	-75
3.944687	40
3.944740	-36
3.944792	-52
3.944844	19
3.944896	-32
3.944948	-76
3.945000	-62
3.945052	-2
3.945104	-90
3.945156	-96
3.945208	7
3.945260	-31
3.945312	-67
3.945365	-43
3.945417	-65
3.945469	-70
3.945521	-65
3.945573	53
3.945625	-86
3.945677	-120
3.945729	-51
3.945781	-46
3.945833	-132
3.945885	-25
3.945937	-26
3.945990	-96
3.946042	-86
3.946094	6
3.946146	-53
3.946198	-82
3.946250	-96
3.946302	-16
3.946354	-89
3.946406	-57
3.946458	-4
3.946510	-25
3.946562	-20
3.946615	17
3.946667	15
3.946719	-34
3.946771	-61
3.946823	45
3.946875	-77
3.946927	-117
3.946979	-1
3.947031	-78
3.947083	-80
3.947135	-22
3.947187	51
3.947240	-11
3.947292	-80
3.947344	7
3.947396	-102
3.947448	-63
3.947500	-35
3.947552	-68
3.947604	-103
3.947656	-60
3.947708	4
3.947760	30
3.947812	-58
3.947865	-30
3.947917	-96
3.947969	-25
3.948021	32
3.948073	-5
3.948125	-29
3.948177	-3
3.948229	38
3.948281	-59
3.948333	-68
3.948385	-5
3.948437	-7
3.948490	-29
3.948542	-16
3.948594	-11
3.948646	-68
3.948698	-93
3.948750	-70
3.948802	-49
3.948854	-52
3.948906	27
3.948958	6
3.949010	-149
3.949062	-31
3.949115	15
3.949167	-98
3.949219	-26
3.949271	-43
3.949323	-17
3.949375	-71
3.949427	-27
3.949479	10
3.949531	-84
3.949583	-54
3.949635	-1
3.949687	3
3.949740	-101
3.949792	56
3.949844	-77
3.949896	-105
3.949948	-33
3.950000	43
3.950052	-7
3.950104	-37
3.950156	0
3.950208	-43
3.950260	-87
3.950312	-4
3.950365	5
3.950417	-89
3.950469	-32
3.950521	25
3.950573	-25
3.950625	17
3.950677	14
3.950729	-24
3.950781	-66
3.950833	-52
3.950885	-28
3.950937	-74
3.950990	-22
3.951042	-21
3.951094	-84
3.951146	-103
3.951198	-5
3.951250	-29
3.951302	-66
3.951354	-55
3.951406	-47
3.951458	-81
3.951510	-46
3.951562	-35
3.951615	-68
3.951667	-109
3.951719	-9
3.951771	-1
3.951823	-80
3.951875	-38
3.951927	13
3.951979	-27
3.952031	-62
3.952083	50
3.952135	-64
3.952187	-64
3.952240	-48
3.952292	-2
3.952344	-55
3.952396	-59
3.952448	-12
3.952500	-20
3.952552	-97
3.952604	2
3.952656	-88
3.952708	-71
3.952760	-37
3.952812	12
3.952865	-58
3.952917	-81
3.952969	-37
3.953021	-91
3.953073	-79
3.953125	-8
3.953177	-42
3.953229	-38
3.953281	-100
3.953333	-22
3.953385	-39
3.953437	-55
3.953490	-2
3.953542	-63
3.953594	-51
3.953646	-50
3.953698	-53
3.953750	-69
3.953802	-40
3.953854	-23
3.953906	-75
3.953958	-59
3.954010	14
3.954062	26
3.954115	-32
3.954167	-20
3.954219	26
3.954271	-58
3.954323	-43
3.954375	-33
3.954427	-50
3.954479	-28
3.954531	-7
3.954583	-30
3.954635	-84
3.954687	-80
3.954740	-57
3.954792	-42
3.954844	-116
3.954896	-61
3.954948	-90
3.955000	-90
3.955052	-89
3.955104	-40
3.955156	-75
3.955208	-102
3.955260	6
3.955312	-32
3.955365	-21
3.955417	-15
3.955469	-106
3.955521	-106
3.955573	-154
3.955625	-45
3.955677	-67
3.955729	-124
3.955781	-41
3.955833	-82
3.955885	-95
3.955937	33
3.955990	20
3.956042	35
3.956094	-58
3.956146	33
3.956198	13
3.956250	-55
3.956302	-48
3.956354	-62
3.956406	-116
3.956458	-44
3.956510	0
3.956562	-73
3.956615	-60
3.956667	3
3.956719	-76
3.956771	-109
3.956823	-10
3.956875	-1
3.956927	-74
3.956979	-67
3.957031	-19
3.957083	-59
3.957135	-104
3.957187	-13
3.957240	-68
3.957292	-68
3.957344	-16
3.957396	16
3.957448	-95
3.957500	-70
3.957552	28
3.957604	-47
3.957656	-100
3.957708	-8
3.957760	-42
3.957812	-97
3.957865	-7
3.957917	91
3.957969	-5
3.958021	-33
3.958073	-20
3.958125	-57
3.958177	-40
3.958229	-46
3.958281	-15
3.958333	-40
3.958385	-86
3.958437	5
3.958490	-79
3.958542	-126
3.958594	-24
3.958646	-42
3.958698	-144
3.958750	-19
3.958802	38
3.958854	-82
3.958906	-56
3.958958	12
3.959010	-47
3.959062	-39
3.959115	-22
3.959167	-32
3.959219	-12
3.959271	-4
3.959323	-28
3.959375	-27
3.959427	-72
3.959479	10
3.959531	-84
3.959583	-51
3.959635	-24
3.959687	-7
3.959740	-66
3.959792	-39
3.959844	35
3.959896	-58
3.959948	-100
3.960000	-7
3.960052	-66
3.960104	-37
3.960156	-71
3.960208	-17
3.960260	-23
3.960312	-54
3.960365	-51
3.960417	-20
3.960469	-93
3.960521	-11
3.960573	-14
3.960625	-4
3.960677	-25
3.960729	3
3.960781	-81
3.960833	-95
3.960885	-75
3.960937	-39
3.960990	-104
3.961042	-26
3.961094	-32
3.961146	-128
3.961198	-97
3.961250	-46
3.961302	-115
3.961354	-79
3.961406	-7
3.961458	-17
3.961510	-92
3.961562	-68
3.961615	19
3.961667	3
3.961719	-53
3.961771	-6
3.961823	-94
3.961875	-151
3.961927	-34
3.961979	-42
3.962031	-53
3.962083	-76
3.962135	-9
3.962187	-43
3.962240	-64
3.962292	-60
3.962344	19
3.962396	-84
3.962448	-63
3.962500	4
3.962552	-103
3.962604	-25
3.962656	13
3.962708	-47
3.962760	-71
3.962812	-62
3.962865	-38
3.962917	-57
3.962969	-22
3.963021	22
3.963073	-12
3.963125	-60
3.963177	-47
3.963229	1
3.963281	-62
3.963333	-51
3.963385	-20
3.963437	-92
3.963490	-45
3.963542	17
3.963594	-45
3.963646	-60
3.963698	3
3.963750	11
3.963802	-54
3.963854	-45
3.963906	4
3.963958	-110
3.964010	-76
3.964062	40
3.964115	-65
3.964167	-21
3.964219	-54
3.964271	-13
3.964323	-37
3.964375	-78
3.964427	-1
3.964479	-49
3.964531	-60
3.964583	-32
3.964635	-22
3.964687	-100
3.964740	-64
3.964792	4
3.964844	-18
3.964896	0
3.964948	23
3.965000	-44
3.965052	-35
3.965104	-28
3.965156	-49
3.965208	-75
3.965260	-85
3.965312	-47
3.965365	-104
3.965417	-64
3.965469	24
3.965521	-33
3.965573	-79
3.965625	-31
3.965677	8
3.965729	-106
3.965781	-67
3.965833	8
3.965885	-74
3.965937	-100
3.965990	1
3.966042	-9
3.966094	-62
3.966146	-30
3.966198	-11
3.966250	-106
3.966302	-87
3.966354	6
3.966406	-87
3.966458	-114
3.966510	-21
3.966562	-27
3.966615	-88
3.966667	-85
3.966719	-28
3.966771	-25
3.966823	-109
3.966875	20
3.966927	-25
3.966979	-62
3.967031	-30
3.967083	19
3.967135	-108
3.967187	-77
3.967240	30
3.967292	-85
3.967344	-81
3.967396	4
3.967448	-41
3.967500	-45
3.967552	-81
3.967604	-22
3.967656	-49
3.967708	-28
3.967760	-14
3.967812	-43
3.967865	-103
3.967917	-59
3.967969	-84
3.968021	-65
3.968073	-74
3.968125	34
3.968177	-69
3.968229	-107
3.968281	12
3.968333	-27
3.968385	-63
3.968437	-51
3.968490	67
3.968542	-46
3.968594	-104
3.968646	-3
3.968698	-45
3.968750	-62
3.968802	-16
3.968854	-51
3.968906	-49
3.968958	-40
3.969010	27
3.969062	-135
3.969115	-150
3.969167	-3
3.969219	18
3.969271	-33
3.969323	-67
3.969375	-13
3.969427	-55
3.969479	-66
3.969531	15
3.969583	-50
3.969635	-88
3.969687	-5
3.969740	6
3.969792	-74
3.969844	-104
3.969896	-24
3.969948	-114
3.970000	-74
3.970052	-18
3.970104	-17
3.970156	-87
3.970208	-38
3.970260	6
3.970312	-99
3.970365	-60
3.970417	-61
3.970469	-115
3.970521	-62
3.970573	40
3.970625	-70
3.970677	-56
3.970729	-32
3.970781	-28
3.970833	-77
3.970885	-12
3.970937	-14
3.970990	-81
3.971042	-100
3.971094	24
3.971146	5
3.971198	-80
3.971250	-93
3.971302	8
3.971354	-47
3.971406	-20
3.971458	-15
3.971510	-92
3.971562	-64
3.971615	-48
3.971667	-48
3.971719	-88
3.971771	-119
3.971823	16
3.971875	-31
3.971927	-97
3.971979	13
3.972031	-67
3.972083	-87
3.972135	-54
3.972187	-33
3.972240	-58
3.972292	-35
3.972344	12
3.972396	-32
3.972448	-122
3.972500	-57
3.972552	1
3.972604	-57
3.972656	-55
3.972708	7
3.972760	-29
3.972812	-57
3.972865	43
3.972917	-27
3.972969	-98
3.973021	-61
3.973073	-37
3.973125	-144
3.973177	-128
3.973229	12
3.973281	-26
3.973333	-44
3.973385	13
3.973437	-13
3.973490	-115
3.973542	-46
3.973594	35
3.973646	-63
3.973698	-24
3.973750	45
3.973802	-61
3.973854	-128
3.973906	-71
3.973958	-24
3.974010	-37
3.974062	-45
3.974115	-57
3.974167	-111
3.974219	-179
3.974271	-123
3.974323	-21
3.974375	-59
3.974427	-50
3.974479	-22
3.974531	-41
3.974583	-26
3.974635	59
3.974687	-50
3.974740	-37
3.974792	-29
3.974844	-26
3.974896	-51
3.974948	-7
3.975000	37
3.975052	-52
3.975104	-117
3.975156	25
3.975208	-8
3.975260	-54
3.975312	-34
3.975365	72
3.975417	-74
3.975469	-31
3.975521	28
3.975573	-46
3.975625	-83
3.975677	-13
3.975729	-48
3.975781	-118
3.975833	-62
3.975885	9
3.975937	-26
3.975990	-82
3.976042	-54
3.976094	-59
3.976146	-96
3.976198	-29
3.976250	-9
3.976302	-108
3.976354	-72
3.976406	19
3.976458	-47
3.976510	-87
3.976562	-19
3.976615	-33
3.976667	-93
3.976719	-67
3.976771	11
3.976823	-32
3.976875	-41
3.976927	45
3.976979	-71
3.977031	-84
3.977083	-40
3.977135	15
3.977187	-68
3.977240	-120
3.977292	-6
3.977344	-55
3.977396	-115
3.977448	-41
3.977500	-33
3.977552	-64
3.977604	-2
3.977656	-33
3.977708	-129
3.977760	-128
3.977812	-26
3.977865	-77
3.977917	-40
3.977969	1
3.978021	-19
3.978073	-70
3.978125	-13
3.978177	39
3.978229	-90
3.978281	-86
3.978333	-9
3.978385	-35
3.978437	-67
3.978490	-34
3.978542	18
3.978594	-13
3.978646	-33
3.978698	-1
3.978750	-23
3.978802	-66
3.978854	0
3.978906	-17
3.978958	-55
3.979010	-55
3.979062	-9
3.979115	-77
3.979167	-107
3.979219	-4
3.979271	-77
3.979323	-73
3.979375	-6
3.979427	-21
3.979479	-70
3.979531	-91
3.979583	-24
3.979635	-67
3.979687	-92
3.979740	-25
3.979792	-17
3.979844	-92
3.979896	-15
3.979948	-28
3.980000	-60
3.980052	-25
3.980104	-31
3.980156	-70
3.980208	-78
3.980260	5
3.980312	65
3.980365	-15
3.980417	-26
3.980469	-23
3.980521	-61
3.980573	-36
3.980625	-2
3.980677	7
3.980729	-101
3.980781	-48
3.980833	9
3.980885	-73
3.980937	-115
3.980990	-44
3.981042	-45
3.981094	-57
3.981146	12
3.981198	-12
3.981250	-43
3.981302	-24
3.981354	15
3.981406	-78
3.981458	-19
3.981510	31
3.981562	-45
3.981615	-89
3.981667	-52
3.981719	-50
3.981771	-88
3.981823	-34
3.981875	49
3.981927	-72
3.981979	-100
3.982031	-46
3.982083	-70
3.982135	-84
3.982187	-15
3.982240	34
3.982292	-71
3.982344	-69
3.982396	-20
3.982448	-5
3.982500	-81
3.982552	-18
3.982604	-35
3.982656	-44
3.982708	-46
3.982760	61
3.982812	-18
3.982865	-118
3.982917	-18
3.982969	-22
3.983021	-39
3.983073	-54
3.983125	15
3.983177	-64
3.983229	-120
3.983281	-51
3.983333	-121
3.983385	-105
3.983437	-52
3.983490	-5
3.983542	-54
3.983594	-14
3.983646	50
3.983698	-46
3.983750	-35
3.983802	6
3.983854	-89
3.983906	-88
3.983958	8
3.984010	-64
3.984062	-80
3.984115	-50
3.984167	10
3.984219	-14
3.984271	-79
3.984323	35
3.984375	-11
3.984427	-92
3.984479	-10
3.984531	-7
3.984583	-85
3.984635	-57
3.984687	-2
3.984740	-46
3.984792	-103
3.984844	14
3.984896	-54
3.984948	-23
3.985000	-25
3.985052	-28
3.985104	-94
3.985156	-17
3.985208	59
3.985260	-11
3.985312	-36
3.985365	-26
3.985417	-31
3.985469	-72
3.985521	-92
3.985573	10
3.985625	-49
3.985677	-52
3.985729	-3
3.985781	-52
3.985833	-77
3.985885	-16
3.985937	-68
3.985990	-65
3.986042	-108
3.986094	47
3.986146	-42
3.986198	-27
3.986250	31
3.986302	-14
3.986354	-101
3.986406	-71
3.986458	3
3.986510	-31
3.986562	-90
3.986615	-11
3.986667	-21
3.986719	-129
3.986771	-66
3.986823	-33
3.986875	-69
3.986927	-33
3.986979	64
3.987031	-69
3.987083	-93
3.987135	-42
3.987187	-50
3.987240	-115
3.987292	-16
3.987344	44
3.987396	-35
3.987448	5
3.987500	61
3.987552	-49
3.987604	-71
3.987656	-4
3.987708	-61
3.987760	-150
3.987812	-32
3.987865	-16
3.987917	-21
3.987969	-47
3.988021	-28
3.988073	-28
3.988125	-147
3.988177	-75
3.988229	-29
3.988281	-110
3.988333	-69
3.988385	-65
3.988437	-42
3.988490	-96
3.988542	-52
3.988594	-41
3.988646	-84
3.988698	-54
3.988750	7
3.988802	-62
3.988854	-90
3.988906	30
3.988958	-31
3.989010	-22
3.989062	-11
3.989115	-21
3.989167	-103
3.989219	-9
3.989271	15
3.989323	-54
3.989375	-86
3.989427	1
3.989479	-95
3.989531	-96
3.989583	-39
3.989635	28
3.989687	-72
3.989740	-98
3.989792	-21
3.989844	-54
3.989896	-88
3.989948	-64
3.990000	-19
3.990052	-83
3.990104	-90
3.990156	-19
3.990208	-55
3.990260	-49
3.990312	-25
3.990365	-6
3.990417	-56
3.990469	0
3.990521	-5
3.990573	-98
3.990625	-131
3.990677	-68
3.990729	-58
3.990781	-45
3.990833	-42
3.990885	-19
3.990937	-56
3.990990	-18
3.991042	59
3.991094	-65
3.991146	-18
3.991198	-4
3.991250	-41
3.991302	-88
3.991354	-63
3.991406	-55
3.991458	-85
3.991510	-12
3.991562	21
3.991615	-66
3.991667	-97
3.991719	6
3.991771	-26
3.991823	-122
3.991875	6
3.991927	5
3.991979	-26
3.992031	-80
3.992083	-28
3.992135	-16
3.992187	-68
3.992240	-2
3.992292	-29
3.992344	-97
3.992396	-96
3.992448	-1
3.992500	-67
3.992552	-142
3.992604	-22
3.992656	-61
3.992708	-70
3.992760	-30
3.992812	-40
3.992865	-76
3.992917	-35
3.992969	50
3.993021	-56
3.993073	-85
3.993125	-82
3.993177	-88
3.993229	-11
3.993281	9
3.993333	-25
3.993385	-60
3.993437	-81
3.993490	-3
3.993542	3
3.993594	-107
3.993646	14
3.993698	37
3.993750	-28
3.993802	-32
3.993854	2
3.993906	-100
3.993958	-116
3.994010	8
3.994062	-72
3.994115	-75
3.994167	-21
3.994219	0
3.994271	-93
3.994323	-99
3.994375	-8
3.994427	-70
3.994479	-161
3.994531	-36
3.994583	2
3.994635	-44
3.994687	-63
3.994740	-63
3.994792	-81
3.994844	-51
3.994896	5
3.994948	-75
3.995000	-76
3.995052	-17
3.995104	-85
3.995156	-90
3.995208	-83
3.995260	-41
3.995312	-50
3.995365	-36
3.995417	19
3.995469	-71
3.995521	-75
3.995573	-29
3.995625	-2
3.995677	-97
3.995729	-30
3.995781	-2
3.995833	1
3.995885	-89
3.995937	-58
3.995990	-28
3.996042	-30
3.996094	-83
3.996146	-7
3.996198	-51
3.996250	-74
3.996302	33
3.996354	-23
3.996406	-25
3.996458	14
3.996510	-58
3.996562	-77
3.996615	-75
3.996667	10
3.996719	-58
3.996771	-98
3.996823	-66
3.996875	-60
3.996927	-78
3.996979	-64
3.997031	-13
3.997083	-70
3.997135	-60
3.997187	18
3.997240	-13
3.997292	-52
3.997344	-29
3.997396	6
3.997448	-115
3.997500	-107
3.997552	-14
3.997604	-34
3.997656	-36
3.997708	-13
3.997760	40
3.997812	9
3.997865	-63
3.997917	-8
3.997969	-76
3.998021	-43
3.998073	60
3.998125	-42
3.998177	-33
3.998229	-57
3.998281	-56
3.998333	-91
3.998385	-75
3.998437	-47
3.998490	-90
3.998542	-109
3.998594	1
3.998646	-11
3.998698	-51
3.998750	2
3.998802	-38
3.998854	-76
3.998906	-77
3.998958	-41
3.999010	-50
3.999062	-44
3.999115	7
3.999167	-64
3.999219	-71
3.999271	-33
3.999323	-26
3.999375	-92
3.999427	-92
3.999479	2
3.999531	-56
3.999583	-85
3.999635	-42
3.999687	-29
3.999740	-48
3.999792	-70
3.999844	-46
3.999896	-35
3.999948	-26
4.000000	12
4.000052	-45
4.000104	-68
4.000156	-26
4.000208	-27
4.000260	-98
4.000312	-130
4.000365	-9
4.000417	-63
4.000469	-72
4.000521	9
4.000573	12
4.000625	-91
4.000677	-51
4.000729	30
4.000781	-25
4.000833	-24
4.000885	4
4.000937	-107
4.000990	-70
4.001042	-45
4.001094	49
4.001146	-97
4.001198	-106
4.001250	-41
4.001302	-46
4.001354	-91
4.001406	23
4.001458	-38
4.001510	-60
4.001562	-53
4.001615	18
4.001667	-38
4.001719	-107
4.001771	-44
4.001823	-41
4.001875	-104
4.001927	-6
4.001979	4
4.002031	-96
4.002083	-9
4.002135	-2
4.002187	-58
4.002240	-86
4.002292	28
4.002344	-63
4.002396	-66
4.002448	-10
4.002500	45
4.002552	-60
4.002604	-72
4.002656	54
4.002708	-29
4.002760	-82
4.002812	-2
4.002865	4
4.002917	-62
4.002969	-83
4.003021	31
4.003073	-113
4.003125	-95
4.003177	49
4.003229	-5
4.003281	-36
4.003333	-47
4.003385	-51
4.003437	-56
4.003490	-86
4.003542	-47
4.003594	-110
4.003646	-42
4.003698	19
4.003750	-24
4.003802	-149
4.003854	-58
4.003906	-14
4.003958	-11
4.004010	-38
4.004062	7
4.004115	-63
4.004167	-51
4.004219	-47
4.004271	-43
4.004323	-56
4.004375	-16
4.004427	-2
4.004479	-44
4.004531	-113
4.004583	28
4.004635	-14
4.004687	-83
4.004740	-15
4.004792	1
4.004844	-74
4.004896	-56
4.004948	35
4.005000	-16
4.005052	-79
4.005104	-58
4.005156	-47
4.005208	-86
4.005260	-42
4.005312	24
4.005365	-30
4.005417	-42
4.005469	-2
4.005521	-87
4.005573	-115
4.005625	-40
4.005677	-39
4.005729	-130
4.005781	-124
4.005833	-29
4.005885	-42
4.005937	-69
4.005990	-35
4.006042	-44
4.006094	-73
4.006146	-84
4.006198	-62
4.006250	-85
4.006302	-135
4.006354	-9
4.006406	-46
4.006458	-84
4.006510	1
4.006562	-40
4.006615	-67
4.006667	5
4.006719	43
4.006771	-29
4.006823	-71
4.006875	-18
4.006927	-61
4.006979	-128
4.007031	-44
4.007083	-20
4.007135	-136
4.007187	-47
4.007240	-7
4.007292	-62
4.007344	-73
4.007396	-7
4.007448	-88
4.007500	-57
4.007552	1
4.007604	28
4.007656	-3
4.007708	-48
4.007760	23
4.007812	-44
4.007865	-100
