;AutoSpike-32 ASCII File
;1
; Wave data Signal pse_L3_50mM_NaCl_01
; Rec. Factor 465.462670
; Sample rate 19200.0
; Format :<time> 	 <Value>
2.097865	-27
2.097917	-61
2.097969	-94
2.098021	-55
2.098073	-69
2.098125	-84
2.098177	-4
2.098229	-102
2.098281	-63
2.098333	21
2.098385	-46
2.098437	-64
2.098490	13
2.098542	26
2.098594	-61
2.098646	-135
2.098698	-25
2.098750	-30
2.098802	-125
2.098854	18
2.098906	-53
2.098958	-51
2.099010	-87
2.099062	-14
2.099115	-48
2.099167	-95
2.099219	7
2.099271	11
2.099323	-36
2.099375	-10
2.099427	46
2.099479	-56
2.099531	-35
2.099583	-11
2.099635	-63
2.099687	-57
2.099740	-2
2.099792	-61
2.099844	-139
2.099896	-95
2.099948	6
2.100000	-49
2.100052	-76
2.100104	-11
2.100156	-59
2.100208	-44
2.100260	-29
2.100312	-27
2.100365	-48
2.100417	-74
2.100469	16
2.100521	-4
2.100573	-103
2.100625	-40
2.100677	-60
2.100729	-95
2.100781	-42
2.100833	10
2.100885	-8
2.100937	-18
2.100990	-62
2.101042	-35
2.101094	-41
2.101146	-11
2.101198	-3
2.101250	-50
2.101302	-80
2.101354	-8
2.101406	-32
2.101458	-50
2.101510	-32
2.101562	-37
2.101615	-70
2.101667	-31
2.101719	-24
2.101771	-120
2.101823	-43
2.101875	54
2.101927	-33
2.101979	-5
2.102031	-32
2.102083	-24
2.102135	-110
2.102187	-64
2.102240	19
2.102292	-18
2.102344	-40
2.102396	28
2.102448	9
2.102500	-35
2.102552	51
2.102604	16
2.102656	-40
2.102708	-45
2.102760	-28
2.102812	-101
2.102865	-70
2.102917	-22
2.102969	12
2.103021	-42
2.103073	-11
2.103125	30
2.103177	0
2.103229	-70
2.103281	-23
2.103333	-127
2.103385	-151
2.103437	-83
2.103490	-16
2.103542	-31
2.103594	-70
2.103646	3
2.103698	-56
2.103750	-104
2.103802	-29
2.103854	-22
2.103906	-30
2.103958	-65
2.104010	-20
2.104062	-15
2.104115	-25
2.104167	-16
2.104219	-68
2.104271	-118
2.104323	-50
2.104375	-34
2.104427	-93
2.104479	-67
2.104531	16
2.104583	-28
2.104635	-49
2.104687	-44
2.104740	-52
2.104792	-39
2.104844	-52
2.104896	13
2.104948	-66
2.105000	-45
2.105052	-35
2.105104	-70
2.105156	-134
2.105208	-42
2.105260	-6
2.105312	-64
2.105365	-75
2.105417	3
2.105469	-8
2.105521	-79
2.105573	13
2.105625	-14
2.105677	-125
2.105729	-58
2.105781	-49
2.105833	-62
2.105885	-59
2.105937	-40
2.105990	-116
2.106042	-66
2.106094	-26
2.106146	-20
2.106198	-63
2.106250	-59
2.106302	18
2.106354	-106
2.106406	-52
2.106458	9
2.106510	-64
2.106562	-110
2.106615	-24
2.106667	41
2.106719	-53
2.106771	-33
2.106823	10
2.106875	-68
2.106927	-27
2.106979	-4
2.107031	-98
2.107083	-91
2.107135	-24
2.107187	-17
2.107240	-22
2.107292	-75
2.107344	13
2.107396	-5
2.107448	-84
2.107500	-14
2.107552	-86
2.107604	-89
2.107656	-62
2.107708	24
2.107760	-65
2.107812	-53
2.107865	-39
2.107917	-49
2.107969	-64
2.108021	1
2.108073	7
2.108125	-73
2.108177	-56
2.108229	-16
2.108281	-62
2.108333	-138
2.108385	-23
2.108437	-38
2.108490	-62
2.108542	-10
2.108594	-1
2.108646	-95
2.108698	-74
2.108750	-8
2.108802	-17
2.108854	-39
2.108906	16
2.108958	-70
2.109010	-71
2.109062	-44
2.109115	15
2.109167	-48
2.109219	-42
2.109271	22
2.109323	-45
2.109375	-109
2.109427	-67
2.109479	-62
2.109531	-101
2.109583	-64
2.109635	18
2.109687	-65
2.109740	-50
2.109792	-4
2.109844	-48
2.109896	-70
2.109948	-34
2.110000	-14
2.110052	-83
2.110104	-33
2.110156	8
2.110208	-32
2.110260	-87
2.110312	12
2.110365	-29
2.110417	-94
2.110469	-43
2.110521	-31
2.110573	-65
2.110625	-60
2.110677	-77
2.110729	-129
2.110781	-96
2.110833	-53
2.110885	-44
2.110937	-60
2.110990	-99
2.111042	8
2.111094	-45
2.111146	-96
2.111198	-17
2.111250	-28
2.111302	-25
2.111354	-72
2.111406	-13
2.111458	-43
2.111510	-67
2.111562	-7
2.111615	-64
2.111667	-119
2.111719	-9
2.111771	16
2.111823	-63
2.111875	-28
2.111927	-1
2.111979	-30
2.112031	-49
2.112083	7
2.112135	-79
2.112187	-67
2.112240	-70
2.112292	-23
2.112344	-66
2.112396	-79
2.112448	-7
2.112500	-62
2.112552	-81
2.112604	-18
2.112656	-54
2.112708	-76
2.112760	-44
2.112812	-5
2.112865	-11
2.112917	-30
2.112969	-45
2.113021	-28
2.113073	-83
2.113125	-26
2.113177	-31
2.113229	-37
2.113281	-6
2.113333	40
2.113385	-52
2.113437	-78
2.113490	-29
2.113542	-27
2.113594	-109
2.113646	-22
2.113698	23
2.113750	-71
2.113802	-75
2.113854	-29
2.113906	-102
2.113958	-62
2.114010	-44
2.114062	-47
2.114115	-71
2.114167	-54
2.114219	-13
2.114271	-64
2.114323	-57
2.114375	18
2.114427	-53
2.114479	-66
2.114531	-31
2.114583	66
2.114635	-34
2.114687	-49
2.114740	9
2.114792	-69
2.114844	-93
2.114896	35
2.114948	-13
2.115000	-78
2.115052	-86
2.115104	-24
2.115156	-81
2.115208	-123
2.115260	-17
2.115312	6
2.115365	-85
2.115417	-2
2.115469	-14
2.115521	-73
2.115573	-111
2.115625	-43
2.115677	-104
2.115729	-138
2.115781	44
2.115833	-44
2.115885	-71
2.115937	-3
2.115990	-22
2.116042	4
2.116094	-52
2.116146	2
2.116198	-71
2.116250	-60
2.116302	-12
2.116354	-12
2.116406	-46
2.116458	-94
2.116510	-71
2.116562	-94
2.116615	-149
2.116667	-30
2.116719	-20
2.116771	-47
2.116823	-12
2.116875	-95
2.116927	-103
2.116979	-39
2.117031	-4
2.117083	-59
2.117135	-108
2.117187	-8
2.117240	-24
2.117292	-87
2.117344	-8
2.117396	-35
2.117448	-76
2.117500	-42
2.117552	23
2.117604	-66
2.117656	-46
2.117708	-3
2.117760	12
2.117812	-7
2.117865	-23
2.117917	-38
2.117969	-48
2.118021	-86
2.118073	37
2.118125	15
2.118177	15
2.118229	-18
2.118281	-23
2.118333	4
2.118385	-46
2.118437	-5
2.118490	-81
2.118542	-102
2.118594	-16
2.118646	-31
2.118698	-96
2.118750	-65
2.118802	-4
2.118854	-74
2.118906	-84
2.118958	67
2.119010	-68
2.119062	-103
2.119115	-2
2.119167	-9
2.119219	-104
2.119271	-70
2.119323	-24
2.119375	-54
2.119427	-146
2.119479	45
2.119531	-34
2.119583	-111
2.119635	-30
2.119687	24
2.119740	-32
2.119792	-28
2.119844	36
2.119896	-72
2.119948	-90
2.120000	-32
2.120052	19
2.120104	17
2.120156	-19
2.120208	14
2.120260	-105
2.120312	-73
2.120365	-19
2.120417	-74
2.120469	-101
2.120521	-61
2.120573	-90
2.120625	-58
2.120677	-54
2.120729	21
2.120781	-73
2.120833	-142
2.120885	-80
2.120937	-11
2.120990	-87
2.121042	-55
2.121094	-17
2.121146	-85
2.121198	-66
2.121250	17
2.121302	-75
2.121354	-71
2.121406	-5
2.121458	-49
2.121510	-79
2.121562	-129
2.121615	20
2.121667	-62
2.121719	-46
2.121771	11
2.121823	-25
2.121875	-60
2.121927	-74
2.121979	-21
2.122031	-67
2.122083	-107
2.122135	-48
2.122187	-21
2.122240	-74
2.122292	-54
2.122344	-65
2.122396	-48
2.122448	-62
2.122500	28
2.122552	-79
2.122604	-75
2.122656	-11
2.122708	-9
2.122760	-72
2.122812	-80
2.122865	-16
2.122917	-41
2.122969	-60
2.123021	-29
2.123073	-61
2.123125	-118
2.123177	-46
2.123229	-20
2.123281	-99
2.123333	-55
2.123385	13
2.123437	-113
2.123490	-80
2.123542	108
2.123594	-2
2.123646	-32
2.123698	-22
2.123750	16
2.123802	-47
2.123854	-87
2.123906	22
2.123958	-62
2.124010	-80
2.124062	9
2.124115	-28
2.124167	-101
2.124219	-49
2.124271	-88
2.124323	-86
2.124375	-127
2.124427	37
2.124479	-64
2.124531	-101
2.124583	-30
2.124635	-21
2.124687	-35
2.124740	-11
2.124792	64
2.124844	-113
2.124896	-67
2.124948	35
2.125000	24
2.125052	-81
2.125104	-33
2.125156	-12
2.125208	-85
2.125260	-47
2.125312	21
2.125365	-70
2.125417	-105
2.125469	1
2.125521	-54
2.125573	-74
2.125625	-52
2.125677	20
2.125729	-75
2.125781	-116
2.125833	-2
2.125885	-66
2.125937	-107
2.125990	-26
2.126042	14
2.126094	-88
2.126146	-75
2.126198	-26
2.126250	-27
2.126302	-63
2.126354	-1
2.126406	-50
2.126458	-117
2.126510	-57
2.126562	-14
2.126615	-97
2.126667	-28
2.126719	30
2.126771	-62
2.126823	-64
2.126875	4
2.126927	16
2.126979	-67
2.127031	-13
2.127083	7
2.127135	-39
2.127187	-56
2.127240	61
2.127292	-13
2.127344	-63
2.127396	-6
2.127448	6
2.127500	-84
2.127552	-58
2.127604	-3
2.127656	-10
2.127708	-111
2.127760	-92
2.127812	-43
2.127865	-42
2.127917	-16
2.127969	-26
2.128021	-36
2.128073	-88
2.128125	-42
2.128177	-34
2.128229	-92
2.128281	-81
2.128333	-57
2.128385	-103
2.128437	-75
2.128490	7
2.128542	-79
2.128594	-98
2.128646	12
2.128698	-12
2.128750	-101
2.128802	-51
2.128854	-1
2.128906	-37
2.128958	-159
2.129010	-45
2.129062	-54
2.129115	-68
2.129167	6
2.129219	-4
2.129271	-54
2.129323	-62
2.129375	-1
2.129427	-22
2.129479	-59
2.129531	-20
2.129583	-36
2.129635	-45
2.129687	-11
2.129740	-69
2.129792	-72
2.129844	-78
2.129896	-1
2.129948	-59
2.130000	-98
2.130052	-11
2.130104	-35
2.130156	-67
2.130208	-51
2.130260	63
2.130312	-20
2.130365	-69
2.130417	-8
2.130469	-31
2.130521	-56
2.130573	7
2.130625	-4
2.130677	-21
2.130729	-31
2.130781	-17
2.130833	-81
2.130885	-95
2.130937	-20
2.130990	-4
2.131042	-108
2.131094	-8
2.131146	7
2.131198	-92
2.131250	-91
2.131302	-18
2.131354	-75
2.131406	-101
2.131458	18
2.131510	16
2.131562	-52
2.131615	-18
2.131667	15
2.131719	-32
2.131771	-29
2.131823	-46
2.131875	-78
2.131927	-119
2.131979	-13
2.132031	-23
2.132083	-89
2.132135	-54
2.132187	11
2.132240	-59
2.132292	-54
2.132344	3
2.132396	-30
2.132448	-54
2.132500	-46
2.132552	23
2.132604	-46
2.132656	-10
2.132708	11
2.132760	-44
2.132812	-115
2.132865	19
2.132917	-5
2.132969	-30
2.133021	-31
2.133073	19
2.133125	-79
2.133177	-101
2.133229	-5
2.133281	-53
2.133333	-57
2.133385	-32
2.133437	22
2.133490	-58
2.133542	-111
2.133594	-1
2.133646	-56
2.133698	-46
2.133750	-1
2.133802	-34
2.133854	-72
2.133906	-6
2.133958	-2
2.134010	-101
2.134062	-102
2.134115	1
2.134167	-40
2.134219	-81
2.134271	-60
2.134323	35
2.134375	-38
2.134427	-64
2.134479	-35
2.134531	-67
2.134583	-100
2.134635	1
2.134687	-39
2.134740	-71
2.134792	-29
2.134844	34
2.134896	-34
2.134948	-51
2.135000	-32
2.135052	-32
2.135104	-96
2.135156	-20
2.135208	6
2.135260	-39
2.135312	-41
2.135365	-34
2.135417	-106
2.135469	-56
2.135521	29
2.135573	-49
2.135625	-81
2.135677	-59
2.135729	-6
2.135781	-40
2.135833	-56
2.135885	16
2.135937	-56
2.135990	-82
2.136042	48
2.136094	-34
2.136146	-69
2.136198	-6
2.136250	68
2.136302	-95
2.136354	-90
2.136406	-69
2.136458	-26
2.136510	-80
2.136562	40
2.136615	-52
2.136667	-83
2.136719	-92
2.136771	-56
2.136823	-74
2.136875	-88
2.136927	54
2.136979	-18
2.137031	-16
2.137083	-50
2.137135	6
2.137187	-60
2.137240	-28
2.137292	-13
2.137344	-104
2.137396	-40
2.137448	4
2.137500	-14
2.137552	-39
2.137604	-4
2.137656	-11
2.137708	-55
2.137760	-89
2.137812	-39
2.137865	-117
2.137917	-81
2.137969	-55
2.138021	-6
2.138073	-70
2.138125	-19
2.138177	-9
2.138229	-51
2.138281	-71
2.138333	-12
2.138385	-61
2.138437	-127
2.138490	-104
2.138542	-60
2.138594	-78
2.138646	-77
2.138698	0
2.138750	-46
2.138802	-75
2.138854	5
2.138906	22
2.138958	-55
2.139010	-39
2.139062	-44
2.139115	-66
2.139167	-91
2.139219	-27
2.139271	9
2.139323	-113
2.139375	-33
2.139427	-20
2.139479	-56
2.139531	-97
2.139583	-95
2.139635	3
2.139687	-53
2.139740	32
2.139792	-28
2.139844	-123
2.139896	-33
2.139948	31
2.140000	-62
2.140052	-87
2.140104	-52
2.140156	-37
2.140208	-28
2.140260	-39
2.140312	-27
2.140365	-89
2.140417	-40
2.140469	-15
2.140521	-108
2.140573	-117
2.140625	-27
2.140677	-20
2.140729	-56
2.140781	-22
2.140833	-36
2.140885	-100
2.140937	-86
2.140990	-7
2.141042	-56
2.141094	-15
2.141146	11
2.141198	7
2.141250	-105
2.141302	-42
2.141354	-12
2.141406	-10
2.141458	-66
2.141510	20
2.141562	-56
2.141615	-115
2.141667	-36
2.141719	-14
2.141771	-70
2.141823	-61
2.141875	57
2.141927	-76
2.141979	-103
2.142031	-15
2.142083	8
2.142135	-19
2.142187	-20
2.142240	47
2.142292	-73
2.142344	-60
2.142396	-28
2.142448	-47
2.142500	-86
2.142552	-45
2.142604	-11
2.142656	-35
2.142708	-17
2.142760	-17
2.142812	-4
2.142865	-90
2.142917	-16
2.142969	-1
2.143021	-112
2.143073	-8
2.143125	-15
2.143177	-55
2.143229	-66
2.143281	28
2.143333	-54
2.143385	-147
2.143437	5
2.143490	-27
2.143542	-52
2.143594	-45
2.143646	50
2.143698	-49
2.143750	-49
2.143802	-24
2.143854	-57
2.143906	-100
2.143958	-29
2.144010	3
2.144062	-38
2.144115	-55
2.144167	-8
2.144219	-42
2.144271	-82
2.144323	-1
2.144375	-49
2.144427	-99
2.144479	-21
2.144531	-26
2.144583	-42
2.144635	-120
2.144687	-30
2.144740	-97
2.144792	-104
2.144844	-31
2.144896	-29
2.144948	-109
2.145000	-63
2.145052	56
2.145104	-53
2.145156	-75
2.145208	41
2.145260	-28
2.145312	-108
2.145365	16
2.145417	-34
2.145469	-44
2.145521	-74
2.145573	21
2.145625	-43
2.145677	-109
2.145729	-20
2.145781	-15
2.145833	-119
2.145885	17
2.145937	21
2.145990	-56
2.146042	-61
2.146094	-57
2.146146	-18
2.146198	-58
2.146250	2
2.146302	-27
2.146354	-107
2.146406	-63
2.146458	10
2.146510	-90
2.146562	-126
2.146615	-24
2.146667	-68
2.146719	-74
2.146771	-83
2.146823	-8
2.146875	-30
2.146927	1
2.146979	57
2.147031	-71
2.147083	-95
2.147135	-68
2.147187	10
2.147240	-88
2.147292	-54
2.147344	-39
2.147396	-44
2.147448	-94
2.147500	49
2.147552	-4
2.147604	-68
2.147656	14
2.147708	85
2.147760	-72
2.147812	-85
2.147865	25
2.147917	-46
2.147969	-76
2.148021	40
2.148073	-30
2.148125	-80
2.148177	-19
2.148229	40
2.148281	-4
2.148333	-49
2.148385	-5
2.148437	-66
2.148490	-107
2.148542	-79
2.148594	-44
2.148646	-78
2.148698	-32
2.148750	-3
2.148802	-61
2.148854	-29
2.148906	-8
2.148958	-28
2.149010	-108
2.149062	-73
2.149115	-45
2.149167	-75
2.149219	-69
2.149271	-29
2.149323	-93
2.149375	-112
2.149427	-24
2.149479	7
2.149531	-66
2.149583	-5
2.149635	-1
2.149687	-65
2.149740	-77
2.149792	44
2.149844	-17
2.149896	-38
2.149948	-22
2.150000	-45
2.150052	-71
2.150104	-65
2.150156	0
2.150208	-72
2.150260	-106
2.150312	6
2.150365	-79
2.150417	-7
2.150469	-39
2.150521	24
2.150573	-54
2.150625	-94
2.150677	-13
2.150729	-47
2.150781	-61
2.150833	14
2.150885	-81
2.150937	-69
2.150990	-24
2.151042	20
2.151094	-40
2.151146	-73
2.151198	67
2.151250	-19
2.151302	-34
2.151354	-9
2.151406	-23
2.151458	-20
2.151510	-15
2.151562	-1
2.151615	-169
2.151667	-101
2.151719	13
2.151771	-24
2.151823	-63
2.151875	-44
2.151927	1
2.151979	-95
2.152031	-35
2.152083	6
2.152135	-59
2.152187	-76
2.152240	0
2.152292	19
2.152344	-49
2.152396	-111
2.152448	18
2.152500	-49
2.152552	-71
2.152604	30
2.152656	-50
2.152708	-43
2.152760	-21
2.152812	-27
2.152865	-86
2.152917	-58
2.152969	-3
2.153021	-93
2.153073	-81
2.153125	-2
2.153177	-19
2.153229	-75
2.153281	-77
2.153333	24
2.153385	11
2.153437	-76
2.153490	9
2.153542	-53
2.153594	-60
2.153646	-3
2.153698	4
2.153750	-87
2.153802	-48
2.153854	10
2.153906	-103
2.153958	-67
2.154010	9
2.154062	-44
2.154115	-119
2.154167	-22
2.154219	-48
2.154271	-53
2.154323	-57
2.154375	-45
2.154427	-95
2.154479	-63
2.154531	-41
2.154583	-49
2.154635	-68
2.154687	-43
2.154740	-39
2.154792	-53
2.154844	-26
2.154896	-37
2.154948	-50
2.155000	-72
2.155052	-12
2.155104	-19
2.155156	-68
2.155208	-89
2.155260	-35
2.155312	-35
2.155365	-119
2.155417	-11
2.155469	-49
2.155521	-19
2.155573	-20
2.155625	4
2.155677	-51
2.155729	36
2.155781	35
2.155833	-89
2.155885	-86
2.155937	-3
2.155990	-24
2.156042	-82
2.156094	-15
2.156146	-50
2.156198	-69
2.156250	-60
2.156302	-19
2.156354	-22
2.156406	-100
2.156458	-39
2.156510	-7
2.156562	-127
2.156615	-137
2.156667	-14
2.156719	-96
2.156771	-56
2.156823	-23
2.156875	-37
2.156927	-74
2.156979	-63
2.157031	-16
2.157083	-25
2.157135	-96
2.157187	-16
2.157240	-67
2.157292	-99
2.157344	-53
2.157396	18
2.157448	-121
2.157500	-25
2.157552	18
2.157604	-5
2.157656	-39
2.157708	-28
2.157760	-1
2.157812	-56
2.157865	-6
2.157917	-21
2.157969	-25
2.158021	-46
2.158073	41
2.158125	-84
2.158177	-104
2.158229	-59
2.158281	58
2.158333	-27
2.158385	-21
2.158437	-30
2.158490	-32
2.158542	-56
2.158594	1
2.158646	-44
2.158698	-67
2.158750	-84
2.158802	18
2.158854	-58
2.158906	-69
2.158958	-15
2.159010	-91
2.159062	-104
2.159115	-7
2.159167	12
2.159219	-82
2.159271	-26
2.159323	-10
2.159375	-79
2.159427	-110
2.159479	12
2.159531	-7
2.159583	-82
2.159635	-43
2.159687	-24
2.159740	-110
2.159792	-75
2.159844	9
2.159896	-42
2.159948	-21
2.160000	45
2.160052	-28
2.160104	-104
2.160156	-27
2.160208	-29
2.160260	-103
2.160312	-97
2.160365	-28
2.160417	-30
2.160469	-105
2.160521	-19
2.160573	-5
2.160625	-118
2.160677	-103
2.160729	-35
2.160781	-85
2.160833	-63
2.160885	20
2.160937	-26
2.160990	-82
2.161042	24
2.161094	-56
2.161146	-67
2.161198	-30
2.161250	-10
2.161302	-70
2.161354	-125
2.161406	-105
2.161458	-74
2.161510	-85
2.161562	-62
2.161615	-15
2.161667	-73
2.161719	-52
2.161771	-2
2.161823	-46
2.161875	-71
2.161927	21
2.161979	-1
2.162031	-88
2.162083	-72
2.162135	-38
2.162187	-78
2.162240	-62
2.162292	-39
2.162344	-33
2.162396	-76
2.162448	-59
2.162500	3
2.162552	11
2.162604	-52
2.162656	-12
2.162708	-46
2.162760	-80
2.162812	-44
2.162865	19
2.162917	-47
2.162969	-60
2.163021	-29
2.163073	-132
2.163125	-100
2.163177	-22
2.163229	-66
2.163281	-57
2.163333	-70
2.163385	-9
2.163437	-71
2.163490	-68
2.163542	43
2.163594	-52
2.163646	-106
2.163698	-27
2.163750	-59
2.163802	-52
2.163854	-58
2.163906	28
2.163958	-71
2.164010	-93
2.164062	80
2.164115	-18
2.164167	-86
2.164219	-20
2.164271	-4
2.164323	-36
2.164375	-74
2.164427	-21
2.164479	-80
2.164531	-63
2.164583	54
2.164635	-76
2.164687	-112
2.164740	-62
2.164792	39
2.164844	-26
2.164896	-21
2.164948	41
2.165000	-20
2.165052	-23
2.165104	-26
2.165156	-17
2.165208	-37
2.165260	-39
2.165312	-33
2.165365	-78
2.165417	-96
2.165469	28
2.165521	-83
2.165573	-58
2.165625	-11
2.165677	-36
2.165729	-59
2.165781	-45
2.165833	-65
2.165885	-53
2.165937	-50
2.165990	-26
2.166042	-19
2.166094	-114
2.166146	-90
2.166198	-53
2.166250	-95
2.166302	-94
2.166354	-16
2.166406	-54
2.166458	-108
2.166510	-16
2.166562	-65
2.166615	-148
2.166667	-89
2.166719	-13
2.166771	-75
2.166823	-63
2.166875	31
2.166927	-3
2.166979	-35
2.167031	-33
2.167083	20
2.167135	-13
2.167187	7
2.167240	-11
2.167292	10
2.167344	-103
2.167396	41
2.167448	-52
2.167500	-92
2.167552	-63
2.167604	-19
2.167656	-90
2.167708	-80
2.167760	-7
2.167812	-21
2.167865	-62
2.167917	-29
2.167969	51
2.168021	-65
2.168073	-85
2.168125	4
2.168177	-100
2.168229	-38
2.168281	-5
2.168333	-30
2.168385	-105
2.168437	-68
2.168490	-10
2.168542	-46
2.168594	-71
2.168646	19
2.168698	2
2.168750	-70
2.168802	-6
2.168854	-55
2.168906	-62
2.168958	30
2.169010	26
2.169062	-41
2.169115	-113
2.169167	-81
2.169219	-113
2.169271	-80
2.169323	-5
2.169375	46
2.169427	-129
2.169479	-89
2.169531	27
2.169583	-92
2.169635	-176
2.169687	-19
2.169740	25
2.169792	-60
2.169844	-54
2.169896	3
2.169948	-30
2.170000	-101
2.170052	-59
2.170104	-61
2.170156	-90
2.170208	-64
2.170260	-21
2.170312	-117
2.170365	-95
2.170417	-23
2.170469	-88
2.170521	-68
2.170573	19
2.170625	2
2.170677	-33
2.170729	39
2.170781	-8
2.170833	-66
2.170885	-32
2.170937	-30
2.170990	-69
2.171042	-73
2.171094	-30
2.171146	0
2.171198	-62
2.171250	-95
2.171302	-40
2.171354	-18
2.171406	-114
2.171458	-52
2.171510	-91
2.171562	-76
2.171615	7
2.171667	-18
2.171719	-48
2.171771	-75
2.171823	16
2.171875	-34
2.171927	-108
2.171979	-48
2.172031	-80
2.172083	-116
2.172135	-65
2.172187	-25
2.172240	-78
2.172292	-43
2.172344	-17
2.172396	-88
2.172448	-102
2.172500	-63
2.172552	-7
2.172604	-53
2.172656	-60
2.172708	-4
2.172760	-84
2.172812	-132
2.172865	-44
2.172917	-91
2.172969	-107
2.173021	-32
2.173073	-26
2.173125	-81
2.173177	-58
2.173229	11
2.173281	-23
2.173333	-94
2.173385	-12
2.173437	-30
2.173490	-75
2.173542	-71
2.173594	13
2.173646	-40
2.173698	-25
2.173750	-19
2.173802	-90
2.173854	-35
2.173906	-71
2.173958	8
2.174010	-45
2.174062	-60
2.174115	20
2.174167	-33
2.174219	-58
2.174271	27
2.174323	-55
2.174375	-84
2.174427	-75
2.174479	-15
2.174531	-53
2.174583	-83
2.174635	57
2.174687	-35
2.174740	-114
2.174792	-52
2.174844	-18
2.174896	-108
2.174948	-75
2.175000	6
2.175052	37
2.175104	-48
2.175156	-36
2.175208	-54
2.175260	-161
2.175312	-71
2.175365	-43
2.175417	-68
2.175469	-66
2.175521	25
2.175573	-49
2.175625	-52
2.175677	-11
2.175729	-54
2.175781	-70
2.175833	-52
2.175885	-37
2.175937	-80
2.175990	-94
2.176042	-19
2.176094	-53
2.176146	-38
2.176198	-1
2.176250	35
2.176302	-41
2.176354	-45
2.176406	34
2.176458	-93
2.176510	-35
2.176562	-32
2.176615	-46
2.176667	-124
2.176719	-116
2.176771	-7
2.176823	-47
2.176875	-10
2.176927	16
2.176979	-42
2.177031	-84
2.177083	-52
2.177135	-51
2.177187	-65
2.177240	-20
2.177292	-17
2.177344	-138
2.177396	-110
2.177448	9
2.177500	-54
2.177552	-106
2.177604	-45
2.177656	-73
2.177708	-53
2.177760	-38
2.177812	27
2.177865	-36
2.177917	-89
2.177969	-17
2.178021	-112
2.178073	-90
2.178125	-55
2.178177	5
2.178229	-117
2.178281	-63
2.178333	31
2.178385	-25
2.178437	-49
2.178490	-26
2.178542	10
2.178594	-33
2.178646	10
2.178698	33
2.178750	-84
2.178802	-46
2.178854	-36
2.178906	-41
2.178958	-61
2.179010	-36
2.179062	-10
2.179115	-85
2.179167	-74
2.179219	-14
2.179271	-19
2.179323	-86
2.179375	-43
2.179427	-73
2.179479	-85
2.179531	-58
2.179583	0
2.179635	-82
2.179687	-86
2.179740	-44
2.179792	-79
2.179844	-30
2.179896	-28
2.179948	-15
2.180000	-46
2.180052	-49
2.180104	-30
2.180156	-69
2.180208	-10
2.180260	24
2.180312	-45
2.180365	-80
2.180417	-9
2.180469	4
2.180521	-36
2.180573	-76
2.180625	-25
2.180677	-102
2.180729	-106
2.180781	-25
2.180833	-10
2.180885	-65
2.180937	18
2.180990	29
2.181042	-60
2.181094	-90
2.181146	52
2.181198	-5
2.181250	-106
2.181302	-16
2.181354	1
2.181406	-25
2.181458	-45
2.181510	17
2.181562	-34
2.181615	-116
2.181667	-25
2.181719	-20
2.181771	-67
2.181823	-73
2.181875	1
2.181927	-146
2.181979	-84
2.182031	5
2.182083	-51
2.182135	-90
2.182187	-13
2.182240	-24
2.182292	-77
2.182344	-48
2.182396	-56
2.182448	-89
2.182500	-113
2.182552	-24
2.182604	-62
2.182656	-113
2.182708	-37
2.182760	-20
2.182812	-34
2.182865	-63
2.182917	31
2.182969	-47
2.183021	-96
2.183073	-14
2.183125	-41
2.183177	-63
2.183229	-52
2.183281	-32
2.183333	-74
2.183385	-57
2.183437	-6
2.183490	-47
2.183542	-62
2.183594	-42
2.183646	-18
2.183698	-63
2.183750	-65
2.183802	-10
2.183854	-55
2.183906	-89
2.183958	-8
2.184010	-39
2.184062	-26
2.184115	-21
2.184167	10
2.184219	-113
2.184271	-130
2.184323	-25
2.184375	-25
2.184427	-94
2.184479	5
2.184531	-46
2.184583	-10
2.184635	-51
2.184687	-14
2.184740	-18
2.184792	-20
2.184844	31
2.184896	-32
2.184948	-47
2.185000	-72
2.185052	27
2.185104	-7
2.185156	-31
2.185208	-11
2.185260	-102
2.185312	-90
2.185365	-33
2.185417	-11
2.185469	-121
2.185521	-64
2.185573	4
2.185625	-64
2.185677	-47
2.185729	-47
2.185781	3
2.185833	-48
2.185885	-60
2.185937	-65
2.185990	-30
2.186042	6
2.186094	53
2.186146	-24
2.186198	-50
2.186250	80
2.186302	0
2.186354	-51
2.186406	-45
2.186458	-68
2.186510	-52
2.186562	-50
2.186615	-25
2.186667	-24
2.186719	-132
2.186771	-23
2.186823	-6
2.186875	-47
2.186927	-56
2.186979	17
2.187031	-83
2.187083	-59
2.187135	-37
2.187187	5
2.187240	-76
2.187292	-11
2.187344	-6
2.187396	-59
2.187448	-84
2.187500	-24
2.187552	-80
2.187604	-116
2.187656	-31
2.187708	-55
2.187760	-118
2.187812	-49
2.187865	-103
2.187917	-125
2.187969	-67
2.188021	28
2.188073	-32
2.188125	-109
2.188177	-42
2.188229	-14
2.188281	-52
2.188333	-124
2.188385	-2
2.188437	-57
2.188490	-77
2.188542	13
2.188594	-24
2.188646	-48
2.188698	-23
2.188750	-26
2.188802	-64
2.188854	-32
2.188906	1
2.188958	-88
2.189010	-109
2.189062	-44
2.189115	-14
2.189167	-159
2.189219	-71
2.189271	23
2.189323	-57
2.189375	-54
2.189427	-54
2.189479	-85
2.189531	-104
2.189583	1
2.189635	-54
2.189687	-89
2.189740	-107
2.189792	28
2.189844	-20
2.189896	-101
2.189948	12
2.190000	-39
2.190052	-119
2.190104	-74
2.190156	17
